arxiu	hash	classet	classe	classer	text_orig	text
bcn_cat_tweet_20211021_203425.csv	d22a51cbae33255106a72052ea148cf8eeaf4918d52bafb281263cc44eba3193	9 Mobilitat	9	2	RT @Julia_total: @bcn_ajuntament Ah mira tu, ara que ho comentas, avui mateix conduint Paral.lel abaix, m'he fixat en el carril bici. La ma…	rt   ah mira tu ara que ho comentas avui mateix conduint parallel abaix mhe fixat en el carril bici la ma…
bcn_cat_tweet_20211021_203425.csv	402df274e42b7456187b980af4c4e27bf194bd87c6993a25e118503c57128688	9 Mobilitat	9	2	RT @CharlieCuleN17: @bcn_ajuntament Pq no hi hagi tant de trànsit ha d'haver-hi una bona infraestructura de transport public, y q no valgui…	rt   pq no hi hagi tant de trànsit ha dhaverhi una bona infraestructura de transport public y q no valgui…
bcn_cat_tweet_20211021_203425.csv	41451e69df812a74c144f4f9a21e2803ea55fcd0d729a9c2b7458c947c27e99d	9 Mobilitat	9	2	RT @ComsempreNO: @bcn_ajuntament Fàcil!! No se xq tothom no ho fa??? Potser el Consell va diriguit altre població on els carrers estan ober…	rt   fàcil no se xq tothom no ho fa potser el consell va diriguit altre població on els carrers estan ober…
bcn_cat_tweet_20211021_203425.csv	bf0795806abed86b4215f3e9b7037aab45cb783ec03bd1d111f36e28af79b114	2 Politica	2	1	RT @Grin1714: @bcn_ajuntament No, bastards!! us fotarem fora de Barcelona Botiflers de dretes!!!	rt   no bastards us fotarem fora de barcelona botiflers de dretes
bcn_cat_tweet_20211021_203425.csv	79d9aac053463070c5e12bd97ec5b3f7d33cdf433c6bf4fe0efbec3a23b3da5a	2 Politica	2	1	RT @immacat56: @bcn_ajuntament Xupiguai, un missatge imbècil com tot el que fa l’equip de govern municipal. Ep, que no som babaus	rt   xupiguai un missatge imbècil com tot el que fa l’equip de govern municipal ep que no som babaus
bcn_cat_tweet_20211021_203425.csv	75468e3acc930e0e8a3944ba8f12591957557a6419070c22395ce8093b6b380c	2 Politica	2	1	@bcn_ajuntament A, sobre tenim q treballar per vosaltres?? Auuuuu..	a sobre tenim q treballar per vosaltres auuuuu
bcn_cat_tweet_20211021_203425.csv	58b545e83dbf61b046eff750d177af12f2dd3d635dcea3d875ab34fb28da325f	9 Mobilitat	9	2	RT @ArsenSabate: @bcn_ajuntament A #Barcelona qui vola és perquè ni corrent arriba a la feina i #NoMola.Un petit exemple: un empresari po…	rt   a barcelona qui vola és perquè ni corrent arriba a la feina i nomolaun petit exemple un empresari po…
bcn_cat_tweet_20211021_203425.csv	c81bff03cb8682cd5f95a3777a444dcce41b2c0a050c3b67807841d3ccb8dcf7	10 Comerç i Indústria	10	2	@bcn_ajuntament @jaumecollboni @BallarinMontseK @eixosbcn @BarcelonaOberta @ComertiaRetail @PIMEC @FomentTreball @RestauracioBCN @CatComerc @gremihotelsbcn A punt de començar i els comerços NO apareixen al mapa web. No es poden buscar per zona ni per activitat i NO tenen distintius.	a punt de començar i els comerços no apareixen al mapa web no es poden buscar per zona ni per activitat i no tenen distintius
bcn_cat_tweet_20211021_203425.csv	c6c63ef9ea0864e9a1495a8e9a9d5c844abad313271e0e891ee6feb255d8f5b8	9 Mobilitat	9	2	@bcn_ajuntament Doncs per tenir la ronda St Antoni així dia sí dia també, quasi potser millor que tornin els cotxes…#SantAntoni https://t.co/OHrzcFP56a	doncs per tenir la ronda st antoni així dia sí dia també quasi potser millor que tornin els cotxes…santantoni httpstcoohrzcfp56a
bcn_cat_tweet_20211021_203425.csv	8906fd1a23dc0e6da66dc9ee4cd7d286e79726f6acc888b6803f91488934c1fd	5 Urbanisme	5	2	@bcn_ajuntament Deixeu en pau Montjuïc, que tot el que toqueu ho espatlleu.	deixeu en pau montjuïc que tot el que toqueu ho espatlleu
bcn_cat_tweet_20211021_203425.csv	5f682a9b8b334eb512a15963de54e0e2a7cd01ac79de3904b9fdf0ebdfd17151	11 Seguretat Ciutadana	11	3	RT @periketetu: @bcn_ajuntament Sí, i encara mola més protegir el silenci a la nit. Amb les discoteques obertes de nou, els bars de copes,…	rt   sí i encara mola més protegir el silenci a la nit amb les discoteques obertes de nou els bars de copes…
bcn_cat_tweet_20211021_203425.csv	3420c3f9c6385163769604eb23e8451e1595abf419cb6a51999d726ad28fa7af	2 Politica	2	1	@bcn_ajuntament Teniu molt de cinisme!	teniu molt de cinisme
bcn_cat_tweet_20211021_203425.csv	da91b8b7ac7867bf5772e9007f57e4f0f7a362ec6a493e9ff7e0b32fe7e70cc1	5 Urbanisme	5	2	@bcn_ajuntament Es un parc que no discrimina les famílies amb gos? @bcn_ajuntament @BCN_CiutatDrets @espaigosbcn	es un parc que no discrimina les famílies amb gos
bcn_cat_tweet_20211021_203425.csv	79e404667e153cf2f55e812f955ff05ab659af078b454cfad4eec8efd823a5e1	9 Mobilitat	9	2	@bcn_ajuntament A peu 🚶🏽 també ens desplacem! Fins quan motos en vorera??? https://t.co/ASznl9XRYz	a peu   també ens desplacem fins quan motos en vorera httpstcoasznl9xryz
bcn_cat_tweet_20211021_203425.csv	09ebac2960f40e796ee725faff848c3101e7c6a86ad40f4784b5724fbe4bb169	5 Urbanisme	5	2	@bcn_ajuntament Colau&amp;fans teniu la ciutat bruta i descuidada, sou els lluiradors de les injustícies socials i sou l' ajuntament de Espanya amb mes gent dormint  al carrer. No se comb us voten, uff ja no teniu el "gavachu"que fareu?	colauampfans teniu la ciutat bruta i descuidada sou els lluiradors de les injustícies socials i sou l ajuntament de espanya amb mes gent dormint  al carrer no se comb us voten uff ja no teniu el gavachuque fareu
bcn_cat_tweet_20211021_203425.csv	1b00b47b7572693f5d19ae63f562c28d389bd02e0cf0c80769d6dc569d94a3da	5 Urbanisme	5	2	@bcn_ajuntament I el  monument a la sardana	i el  monument a la sardana
bcn_cat_tweet_20211021_203425.csv	01c10c51e608e9ae19d31c77b933c876de9d43acc595c113f7d38c9211748fcb	6 Cultura	6	2	@bcn_ajuntament @cultura_cat Per a quan un Museu del Llibre i les Arts Gràfiques a Barcelona ?, com per exemple:  https://t.co/cyL6j7mTn8A què espera la dita “Ciutat de la Literatura”? https://t.co/Mtnmis3a6m	per a quan un museu del llibre i les arts gràfiques a barcelona  com per exemple  httpstcocyl6j7mtn8a què espera la dita “ciutat de la literatura” httpstcomtnmis3a6m
bcn_cat_tweet_20211021_203425.csv	eb5b36631c5cf012ca72cf9e6072f72cbc60408773d30575d02ed44c0e6b427e	6 Cultura	6	2	@bcn_ajuntament @cultura_cat . És MOLT VERGONYÓS, MOLT, que Barcelona , Ciutat de la Literatura?, no tingui un Museu, com cal, sobre el Llibre i les Arts Gràfiques. En teníem un, però vés a saber on para. https://t.co/YW7SiqgM4G	és molt vergonyós molt que barcelona  ciutat de la literatura no tingui un museu com cal sobre el llibre i les arts gràfiques en teníem un però vés a saber on para httpstcoyw7siqgm4g
bcn_cat_tweet_20211021_203425.csv	59f5ac7d4b7edaef9310f6584bfd2c05820aa49c1e6f9d9cf56d80d049128fe6	1 Altres	1	0	@bcn_ajuntament Ja però resulta que uns quants, pocs, tenim el mal costum d, haver de treballar per guanyar-nos la vida. Ja se que això @bcn_ajuntament costa d, entendre.	ja però resulta que uns quants pocs tenim el mal costum d haver de treballar per guanyarnos la vida ja se que això  costa d entendre
bcn_cat_tweet_20211021_203425.csv	05e4439aaa3255aff8fb9b8fe902178ba560b91c19da1edb14d7b8e7f7496d78	0 No utilitzable	0	0	@bcn_ajuntament @IATUR De collonada en collonada...	de collonada en collonada
bcn_cat_tweet_20211021_203425.csv	57d4e0d0dea0834653dadcd1f7180eaf4a344fd382b28d17aaf8e82a554b2d60	2 Politica	2	1	@bcn_ajuntament @IATUR Hi ha alguna cosa que no considereu saludable? Com ara, estar en desacord amb vosaltres?	hi ha alguna cosa que no considereu saludable com ara estar en desacord amb vosaltres
bcn_cat_tweet_20211021_203425.csv	7dce0e07ed301b5d5c719178ce341182e0fad3b3470f9087c36d7466d80b03f5	5 Urbanisme	5	2	@bcn_ajuntament Total no serveix de res...fa gairebé un parell d'anys q vaig el mal estat en q es troba la Plaça Josep Ma Huertas (Can Felipa) al Poblenou, van contactar amb mi per demanar-me fotos i encara no han fet res...	total no serveix de resfa gairebé un parell danys q vaig el mal estat en q es troba la plaça josep ma huertas can felipa al poblenou van contactar amb mi per demanarme fotos i encara no han fet res
bcn_cat_tweet_20211021_203425.csv	474ea7ac4e45322e5c0360537375657fefdb0984cdbc3c40ec054d7f34119c32	5 Urbanisme	5	2	@bcn_ajuntament He vist una Barcelona plena de bruticia, deixadesa i en plena decadència! Fareu alguna cosa? Vinga va que venen eleccions...	he vist una barcelona plena de bruticia deixadesa i en plena decadència fareu alguna cosa vinga va que venen eleccions
bcn_cat_tweet_20211021_203425.csv	23292cce667c30583297e519fb55111461df36e2e5714becb7cfba343858f5cd	5 Urbanisme	5	2	@bcn_ajuntament  Als parcs de nens on poseu jocs diferents del tobogan o gronxador convencional, podeu posar coses "mida nen/a"??Carretera del Prat - Amnistia Internacional. Per cert, reviseu la goma que torna a estar tota foradada. Gràcies! https://t.co/rMigSaQ8UB	als parcs de nens on poseu jocs diferents del tobogan o gronxador convencional podeu posar coses mida nenacarretera del prat  amnistia internacional per cert reviseu la goma que torna a estar tota foradada gràcies httpstcormigsaq8ub
bcn_cat_tweet_20211021_203425.csv	92ebf9b5deaff2b9889373d3be96dc8aab8842169041753d4ea76b22b0d470d0	3 Serveis Municipals	3	2	@bcn_ajuntament Apps vostres al meu mòbil???? 🤣🤣🤣🤣🤣	apps vostres al meu mòbil
bcn_cat_tweet_20211021_203425.csv	b28a1cf155dab1bffd6937a9a17506ab34995d1c1b2df25bffdd548dcdc13086	5 Urbanisme	5	2	@bcn_ajuntament Anys denunciant aquesta situació al Passeig Mare de Déu del Coll #elcoll i res. https://t.co/U9gXVKJ1x4	anys denunciant aquesta situació al passeig mare de déu del coll elcoll i res httpstcou9gxvkj1x4
bcn_cat_tweet_20211021_203425.csv	095fb4d2d30ed476d94f8808fcaa06f36d8eaa08e7549035665f802e9e94b86c	5 Urbanisme	5	2	@bcn_ajuntament Feina que haurieu de fer vosaltres, tanta guardia urbana i operaris i hem de ser nosaltres els que us avisem? I a canvi de res, cap descompte en impostos ni taxes ni res...	feina que haurieu de fer vosaltres tanta guardia urbana i operaris i hem de ser nosaltres els que us avisem i a canvi de res cap descompte en impostos ni taxes ni res
bcn_cat_tweet_20211021_203425.csv	27d0261c7219d2e3b29cc22884856340decbc5984d9555d167799a8bab2481c2	3 Serveis Municipals	3	2	RT @ESensenom: @bcn_ajuntament Què ha fet #FrauColau amb les 900 vivendes comprades a preu d mercat! I amb la NOSTRA 💰?! Ex: https://t.co/…	rt   què ha fet fraucolau amb les 900 vivendes comprades a preu d mercat i amb la nostra   ex httpstco…
bcn_cat_tweet_20211021_203425.csv	05197afbf099abf44b8756e8b8f699bbc935c16bceb885440a53f53a1d054376	2 Politica	2	1	@bcn_ajuntament Els més important és que plegueu aviat.	els més important és que plegueu aviat
bcn_cat_tweet_20211021_203425.csv	63f775f4feae1ee8609196415440be56695562f15b63c52485a55dbdd0d53904	5 Urbanisme	5	2	@bcn_ajuntament Es sap quan comencen les obres del parc d'Anna Piferrer?	es sap quan comencen les obres del parc danna piferrer
bcn_cat_tweet_20211021_203425.csv	2bd9ce2c196ca3c17ad49f5f397d3c279ba7e194ca33cd90077280cfc2770083	11 Seguretat Ciutadana	11	3	@bcn_ajuntament Menys twiters i més vigilància.Que no som tan madurs Sra Colau.	menys twiters i més vigilànciaque no som tan madurs sra colau
bcn_cat_tweet_20211021_203425.csv	7eba81b8ab6e888910e2450cc812745d360190e2e635b92a7693527605d50167	9 Mobilitat	9	2	@bcn_ajuntament Justament al revés: ens estressem i posem de mal humor per com heu destrossat el trànsit de la ciutat sense està preparats per un transport públic alternatiu. Cada cop menys carrils, menys aparcament, semàfors desincronitzats… amb el resultat que veieu cada dia!!	justament al revés ens estressem i posem de mal humor per com heu destrossat el trànsit de la ciutat sense està preparats per un transport públic alternatiu cada cop menys carrils menys aparcament semàfors desincronitzats… amb el resultat que veieu cada dia
bcn_cat_tweet_20211021_203425.csv	7d5c2bf934747a2edd0db568fd15e69d2f9e9158f98d72918e77cc8d44b54560	2 Politica	2	1	@bcn_ajuntament Una mica més de respecte que som persones adultes i aquests missatges son ironía pura	una mica més de respecte que som persones adultes i aquests missatges son ironía pura
bcn_cat_tweet_20211021_203425.csv	293931ca7d74cd53ace56e2cb5903db43ee1c772d4ba1b158b1e18e78fa49cc1	9 Mobilitat	9	2	@bcn_ajuntament Fàcil!! No se xq tothom no ho fa??? Potser el Consell va diriguit altre població on els carrers estan oberts no es perden cada dia carrils circulació i el trasport públic es d pena!!	fàcil no se xq tothom no ho fa potser el consell va diriguit altre població on els carrers estan oberts no es perden cada dia carrils circulació i el trasport públic es d pena
bcn_cat_tweet_20211021_203425.csv	e06a81b8f52b519bf710f878d5055e78a4661a829390fe4cc42b7756211d5cf5	2 Politica	2	1	@bcn_ajuntament Marxeu de l’ajuntament i ja veureu que contents estem tots.	marxeu de l’ajuntament i ja veureu que contents estem tots
bcn_cat_tweet_20211021_203425.csv	dd4c2dbd1ff5ca059f9d30d6bf709a76380e05a40e72a074af9583919764e901	2 Politica	2	1	@bcn_ajuntament Amb un somriure us en podeu anar a la merda.	amb un somriure us en podeu anar a la merda
bcn_cat_tweet_20211021_203425.csv	be7a40ab5f93f5e592fdb2c5006d11b06badcde9fbb22f9357a0763081f31e10	2 Politica	2	1	RT @Gjrostorres: @bcn_ajuntament Sou una colla d'inutils que haveu destrossat la ciutat fent-la insostenible, bruta i amb una circulació ca…	rt   sou una colla dinutils que haveu destrossat la ciutat fentla insostenible bruta i amb una circulació ca…
bcn_cat_tweet_20211021_203425.csv	17741751a85d4a247bb6a9670e88d6f75325ec1c5fbd360066c0e23be728d099	9 Mobilitat	9	2	@bcn_ajuntament A #Barcelona qui vola és perquè ni corrent arriba a la feina i #NoMola.Un petit exemple: un empresari pot tardar 50 mins. per anar de Mad a BCN. Bastant menys que un currant en fer-se la ciutat de punta a punta. #quinocorrevolahttps://t.co/9KHX6XnKtC	a barcelona qui vola és perquè ni corrent arriba a la feina i nomolaun petit exemple un empresari pot tardar 50 mins per anar de mad a bcn bastant menys que un currant en ferse la ciutat de punta a punta quinocorrevolahttpstco9khx6xnktc
bcn_cat_tweet_20211021_203425.csv	26e8feb0891b698b8640cd2ee84fd666c0aa89240c8c33ccd03a3c9aa33664c0	9 Mobilitat	9	2	@bcn_ajuntament Volem viure i treballar en una ciutat propsera i neta. No volem anar al circ en bicicleta trepitjanr un femer.	volem viure i treballar en una ciutat propsera i neta no volem anar al circ en bicicleta trepitjanr un femer
bcn_cat_tweet_20211021_203425.csv	26dc7a9632946b5bd2c238f753b3f62aaadaf96144a29bdaace9c34dc54474e8	9 Mobilitat	9	2	@bcn_ajuntament Com és comprova un punt/angle mort? Ho dic perquè amb camions i furgonetes de vegades és complicat per no dir impossible, però que se jo que només he treballat amb vehicles d’aquest tipus des de’ls 20 anys. (En tinc 52).	com és comprova un puntangle mort ho dic perquè amb camions i furgonetes de vegades és complicat per no dir impossible però que se jo que només he treballat amb vehicles d’aquest tipus des de’ls 20 anys en tinc 52
bcn_cat_tweet_20211021_203425.csv	c64a39dbab80a3a0b0ae90485ef3bd2c5fca1dfc23c1582b62251415d23f7a5b	6 Cultura	6	2	@bcn_ajuntament També caldria incloure suport emocional per les persones catalanes que pateixen la vulneració dels seus drets lingüístics contínuament. És esgotador.	també caldria incloure suport emocional per les persones catalanes que pateixen la vulneració dels seus drets lingüístics contínuament és esgotador
bcn_cat_tweet_20211021_203425.csv	4990b8387c19913bb09dfd9aab37e1ad35e168fc3f6eec3d1666e2295425625c	6 Cultura	6	2	@bcn_ajuntament @cultura_cat Per a quan un Museu del Llibre i les Arts Gràfiques a Barcelona ?, com per exemple:  https://t.co/RbHnlCg2EKA què espera la dita “Ciutat de la Literatura”? https://t.co/bqofbrjB35	per a quan un museu del llibre i les arts gràfiques a barcelona  com per exemple  httpstcorbhnlcg2eka què espera la dita “ciutat de la literatura” httpstcobqofbrjb35
bcn_cat_tweet_20211021_203425.csv	d3419bbc19829fd2b714ed6e178830e2874c689d1903d225a3aab993ab361f7e	6 Cultura	6	2	@bcn_ajuntament @cultura_cat . És MOLT VERGONYÓS, MOLT, que Barcelona , Ciutat de la Literatura?, no tingui un Museu, com cal, sobre el Llibre i les Arts Gràfiques. En teníem un, però vés a saber on para. https://t.co/onZiH8jqdP	és molt vergonyós molt que barcelona  ciutat de la literatura no tingui un museu com cal sobre el llibre i les arts gràfiques en teníem un però vés a saber on para httpstcoonzih8jqdp
bcn_cat_tweet_20211021_203425.csv	f15b20918e040c884ba84fea04ebab6a03810f60e41f4c638cb247bf68013054	2 Politica	2	1	@bcn_ajuntament NOOOO, TORNEU BARCELONA COM ESTAVE!!!!	noooo torneu barcelona com estave
bcn_cat_tweet_20211021_203425.csv	2707bab9984b5b0ca49dfd4839545c36b8b6f84614e5bfdeabf9f9ee6c413c51	2 Politica	2	1	@bcn_ajuntament Us rieu de la gent? Fora corruptes del ajuntament	us rieu de la gent fora corruptes del ajuntament
bcn_cat_tweet_20211021_203425.csv	49e8ddc6ee6c293e0691c579b011e5d6f9ee545db6d0062072add6983ca67db3	6 Cultura	6	2	@bcn_ajuntament @Mantincelcatala m'ha sorgit el dubte de si "pondrem a prova" és una fòrmula correcta o no, ja que tota la vida he sentit "posarem a prova". També vull saber per què tot i que seleccionis idioma català a molts llocs posa "Castillo de Montjuic" i no Castell.. https://t.co/zNkCKtPzg5	mha sorgit el dubte de si pondrem a prova és una fòrmula correcta o no ja que tota la vida he sentit posarem a prova també vull saber per què tot i que seleccionis idioma català a molts llocs posa castillo de montjuic i no castell httpstcoznkcktpzg5
bcn_cat_tweet_20211021_203425.csv	697558f56b96ecc7da4e5379ea5c9796891d389531c63706dc7420c2dadf7820	11 Seguretat Ciutadana	11	3	RT @LOUCALAF1: @bcn_ajuntament El incivisme de la gent fa que sigui infructuosa la netega, dons multes I a descontarles de las pagas social…	rt   el incivisme de la gent fa que sigui infructuosa la netega dons multes i a descontarles de las pagas social…
bcn_cat_tweet_20211021_203425.csv	fa8322a204c4875d4bd4814830b20678e296c47824196857d472ad3a77fbf987	5 Urbanisme	5	2	@bcn_ajuntament brutícia i mes brutícia. El Casc Antic. La part mes genuïna de Barcelona; totalment descuidada. Quina pena de Alcaldesa !!!!	brutícia i mes brutícia el casc antic la part mes genuïna de barcelona totalment descuidada quina pena de alcaldesa
bcn_cat_tweet_20211021_203425.csv	7baac2d0ea30bcb33b042e1e5415daef66bfc0b0e0fade725830491baf08f356	2 Politica	2	1	RT @cdm1950: @bcn_ajuntament Sou una banda de pocavergonyes vividors.....	rt   sou una banda de pocavergonyes vividors
bcn_cat_tweet_20211021_203425.csv	173258a161136945f09bd560114bdbc91d52791817018b005de3f3de74cd624f	2 Politica	2	1	@bcn_ajuntament Desgraciats!	desgraciats
bcn_cat_tweet_20211021_203425.csv	35a69b026cc864ce0b29db898867703b473e25057478f6ef6c66bea741deecc6	2 Politica	2	1	@bcn_ajuntament Menys reunió i més acció.	menys reunió i més acció
bcn_cat_tweet_20211021_203425.csv	82140973a60afb361b532db98ae7c0fb2b2245811ccb551b43f5f4a77f8f38ef	2 Politica	2	1	@bcn_ajuntament Per seguir una dieta saludable cal tenir ingresos que permetin accedir als aliments i per això cal accedir al mercat laboral. A moltes llars de la vostra ciutat utòpica, teòrica i allunyada de la realitat obtenir aliments, menjar constitueix una lluita de titans.	per seguir una dieta saludable cal tenir ingresos que permetin accedir als aliments i per això cal accedir al mercat laboral a moltes llars de la vostra ciutat utòpica teòrica i allunyada de la realitat obtenir aliments menjar constitueix una lluita de titans
bcn_cat_tweet_20211021_203425.csv	1ba504c83e2c833cfb6535d8c159ed2c4239b96e161b9a3a5cce0c52b41c7ec0	2 Politica	2	1	@bcn_ajuntament Els nens han de decidir ??. Ben mirat, segur que tenen més criteri que tots vosaltres junts !!!	els nens han de decidir  ben mirat segur que tenen més criteri que tots vosaltres junts
bcn_cat_tweet_20211021_203425.csv	df829e98ed0b989b062569e407261a33069fcc0ed9746757f82892c9824a27e4	5 Urbanisme	5	2	@bcn_ajuntament podeu avisar de que pasin a netejar aixo. Mes incivisme. Es c/Joaquín Costa cantonada valldonzella. Gracies https://t.co/TeXm44ZriU	podeu avisar de que pasin a netejar aixo mes incivisme es cjoaquín costa cantonada valldonzella gracies httpstcotexm44zriu
bcn_cat_tweet_20211021_203425.csv	a7269323ab3ee8c601740043857b8323dec660409c8408f14f1a3c68059b4e19	5 Urbanisme	5	2	@bcn_ajuntament @BCN_Mobilitat potser estaria bé tenir presents les instal.lacions del voltant del #MNAC si hi ha els #PremisPlaneta i el rei del país veí #ElPreparao abans d’acordonar la zona @buc1929 #ClimbatFoixarda #HipicaFoixarda #TennisPompeia	potser estaria bé tenir presents les installacions del voltant del mnac si hi ha els premisplaneta i el rei del país veí elpreparao abans d’acordonar la zona  climbatfoixarda hipicafoixarda tennispompeia
bcn_cat_tweet_20211021_203425.csv	eebd769ac6ae9c95c22c48b172e8a23e9c3d858fd812a334a0bd1241b0979b97	2 Politica	2	1	@bcn_ajuntament Vergonya d’anunci adoctrinador	vergonya d’anunci adoctrinador
bcn_cat_tweet_20211021_203425.csv	e5a03112f09858a79508f87c243c61835ee1bb805d206609a6a73472bb9e8cba	5 Urbanisme	5	2	@bcn_ajuntament @ernestmaragall @elsa_artadi Qui controla la gestió de reciclatge de @bcn_ajuntament ?… perquè és vergonyòs !! Aquesta imatge és feta al c/ Consell de cent amb c/Entença , el dijous 14/10 a les 11 h . https://t.co/xvx2GFnAE2	qui controla la gestió de reciclatge de  … perquè és vergonyòs  aquesta imatge és feta al c consell de cent amb centença  el dijous 1410 a les 11 h  httpstcoxvx2gfnae2
bcn_cat_tweet_20211021_203425.csv	680b3623d1a66d5bc5f5d54250f10a0c0da933f6244693ed6e623c833eb73c1d	2 Politica	2	1	@bcn_ajuntament de veritat....no creieu que la teniu que ingressar a un psiquiàtric https://t.co/LOpm7X3IQf	de veritatno creieu que la teniu que ingressar a un psiquiàtric httpstcolopm7x3iqf
bcn_cat_tweet_20211021_203425.csv	06ff81bf163f27a36138741f33ecaa9d37ea23521ba821472a74812ab4889013	2 Politica	2	1	@bcn_ajuntament Bé bé, aquest és el camí!! 👏🏽👏🏽👏🏽	bé bé aquest és el camí
bcn_cat_tweet_20211021_203425.csv	1aea23a9716bff127246ad791fb0fc84e8332632e5df2123026cf212f8a6c889	9 Mobilitat	9	2	@bcn_ajuntament Sempre per la vorera i travessar pels passos de vianants… https://t.co/YEIagUikjf	sempre per la vorera i travessar pels passos de vianants… httpstcoyeiaguikjf
bcn_cat_tweet_20211021_203425.csv	545b431dd0bcf9741623237f3a6558fa89f385ae3d32bbff36a4be2270ef884f	5 Urbanisme	5	2	@bcn_ajuntament On es pot veure el projecte? Els veïns afectats no estem informats d’aquestes obres ni de com ens afectaran	on es pot veure el projecte els veïns afectats no estem informats d’aquestes obres ni de com ens afectaran
bcn_cat_tweet_20211021_203425.csv	ad8070842a21c07602d958bbe94d3a74810164df7405785654f2db721d7e0e5e	9 Mobilitat	9	2	@bcn_ajuntament Voreres del Passeig Mare de Déu del Coll, on @Bcn_Gracia i @GUBBarcelona hi permeten aparcar impunement. https://t.co/VbKrcKcY8Y	voreres del passeig mare de déu del coll on  i  hi permeten aparcar impunement httpstcovbkrckcy8y
bcn_cat_tweet_20211021_203425.csv	5017ada44ecd6b4ae7fcc33417285887ab5733909ff73baff783f826620d11ff	0 No utilitzable	0	0	@bcn_ajuntament Però si ja no fa calor!	però si ja no fa calor
bcn_cat_tweet_20211021_203425.csv	8522ab2fdf80d06790cbb0501fd3020d92b3a11f38fe80964e6206ce17802f9c	5 Urbanisme	5	2	@bcn_ajuntament i si en contes de fer súper illes al barri d’Horta que ningú vol i redirigir el tràfic, arregleu les voreres com aquesta del carrer Doctor LETAMENDI, entre Canigó i Hedilla? Fa anys que està així, @OnVasBarcelona @BCN_Mobilitat https://t.co/9Lfx7rH9qE	i si en contes de fer súper illes al barri d’horta que ningú vol i redirigir el tràfic arregleu les voreres com aquesta del carrer doctor letamendi entre canigó i hedilla fa anys que està així   httpstco9lfx7rh9qe
bcn_cat_tweet_20211021_203425.csv	17aabbb65fb483e3824e9b684d2a5c6514d2a025cc0c4ef17455d68b96b2a3d1	3 Serveis Municipals	3	2	@bcn_ajuntament Però si l'unic que cal es que els equips de neteja TREBALLIN. La majoria de cops que els veig pel carrer o xerrant entre ella o mirant mobil...o fumant.	però si lunic que cal es que els equips de neteja treballin la majoria de cops que els veig pel carrer o xerrant entre ella o mirant mobilo fumant
bcn_cat_tweet_20211021_203425.csv	bfaa80ab8990c15a47d13041ea0607296fd9caa66d3c59453ab136ed9abc7132	0 No utilitzable	0	0	@bcn_ajuntament Doncs per Gràcia no els he vist.🤔	doncs per gràcia no els he vist
bcn_cat_tweet_20211021_203425.csv	36c660c32408619e373ef51ecd09aec2bf7ba3906b914f601a700e72dbea39c3	11 Seguretat Ciutadana	11	3	@bcn_ajuntament Ahh. A sant antoni tenim el #mercatdelamiseria on no es respecta cap norma. Ni de covid, ni de normatives, ni de respecte, ni de neteja.....	ahh a sant antoni tenim el mercatdelamiseria on no es respecta cap norma ni de covid ni de normatives ni de respecte ni de neteja
bcn_cat_tweet_20211021_203425.csv	8efce25bb52eef7dc70e6a982d3f3e8e66c4243576785fe766095029304d55a9	5 Urbanisme	5	2	@bcn_ajuntament Bona tarda, la realitat al Raval es aquesta I ben different. Parc infantil de la Rambla del Raval. Vergonyós! https://t.co/tuyHSxZaGp	bona tarda la realitat al raval es aquesta i ben different parc infantil de la rambla del raval vergonyós httpstcotuyhsxzagp
bcn_cat_tweet_20211021_203425.csv	83fd3189518263c9d3131a565b7dcadc67756960091c0cd3af51999ab22bfae6	6 Cultura	6	2	@bcn_ajuntament @cultura_cat Per a quan un Museu del Llibre i les Arts Gràfiques a Barcelona ?, com per exemple:  https://t.co/7TsL4Hn3avA què espera la dita “Ciutat de la Literatura”? https://t.co/nRGlLuLiil	per a quan un museu del llibre i les arts gràfiques a barcelona  com per exemple  httpstco7tsl4hn3ava què espera la dita “ciutat de la literatura” httpstconrglluliil
bcn_cat_tweet_20211021_203425.csv	32750d9ce01bd24a1f0aa42fca5d144f1bd3a68d8ce8d95a142db78303a92fe2	6 Cultura	6	2	@bcn_ajuntament @cultura_cat . És MOLT VERGONYÓS, MOLT, que Barcelona , Ciutat de la Literatura?, no tingui un Museu, com cal, sobre el Llibre i les Arts Gràfiques. En teníem un, però vés a saber on para. https://t.co/BZOi2zXsx4	és molt vergonyós molt que barcelona  ciutat de la literatura no tingui un museu com cal sobre el llibre i les arts gràfiques en teníem un però vés a saber on para httpstcobzoi2zxsx4
bcn_cat_tweet_20211021_203425.csv	75d2c2e930b9281d03d6dd2c97ec4aa0d021dbda8fa24f0ba9a5e5080abd0819	2 Politica	2	1	@bcn_ajuntament @GUBBarcelona @Albert_Batlle_B I on s'amaguen , pel carrer no es veuen.!!!	i on samaguen  pel carrer no es veuen
bcn_cat_tweet_20211021_203425.csv	25807623d85960f4d75ace046635b1e6f6aedf12c6a3eeaef44175b5ac19a6f6	11 Seguretat Ciutadana	11	3	@bcn_ajuntament @GUBBarcelona @Albert_Batlle_B Arribaran agents aquí la Barceloneta platja de dia i de nit per incivisme, sorolls, botellons potser que si ara i aura temps de multar ?? parlaran el català?	arribaran agents aquí la barceloneta platja de dia i de nit per incivisme sorolls botellons potser que si ara i aura temps de multar  parlaran el català
